code,coord_source_code,lat_deg,lon_deg,height_m,X,Y,Z,has_coordinates
BHR400BHR,BHR4,26.209,50.608,-13.9,3633910.66,4425277.759,2799862.907,True
BIK000KGZ,BIK0,42.854,74.533,749.2,1249005.5455,4513917.3461,4316147.9247,True
BILI00RUS,BILI,68.076,166.438,456.238,-2321892.985,560096.883,5894691.938,True
BILL00USA,BILL,33.578,-117.065,470.06,-2420420.5012,-4737131.5508,3507827.665,True
BJCO00BEN,BJCO,6.385,2.45,30.7,6333076.505,270973.437,704551.984,True
BJFS00CHN,BJFS,39.609,115.892,87.413,-2148743.808,4426641.281,4044655.993,True
BJNM00CHN,BJNM,40.245,116.224,118.6,-2154287.413,4373440.047,4098885.628,True
BLYT00USA,BLYT,33.61,-114.715,85.9,-2223206.72,-4830299.8,3510587.59,True
BNEU00LAO,BNEU,21.644,101.917,1012.0,-1224961.726,5804226.511,2338188.568,True
BNOA00IDN,BNOA,-8.746,115.21,39.056,-2685309.038,5704009.251,-963466.461,True
BOAV00BRA,BOAV,2.845,-60.701,69.48,3117452.21,-5555487.82,314480.74,True
BOGI00POL,BOGI,52.475,21.035,139.9,3633815.7,1397453.9,5035280.8,True
BOGT00COL,BOGT,4.64,-74.081,2576.778,1744399.0397,-6116037.5577,512731.7532,True
BOR100POL,BOR1,52.277,17.073,124.9,3738358.833,1148173.963,5021816.113,True
BRAN00USA,BRAN,34.185,-118.277,246.249,-2502254.8882,-4651654.015,3563569.3543,True
BRAZ00BRA,BRAZ,-15.947,-47.878,1106.041,4115014.1128,-4550641.5225,-1741444.0984,True
BREW00USA,BREW,48.132,-119.683,238.627,-2112007.1404,-3705351.8421,4726827.1606,True
BRFT00BRA,BRFT,-3.877,-38.426,21.7,4985393.532,-3954993.417,-428426.704,True
BRMG00DEU,BRMG,47.908,7.633,261.6,4245557.1,568958.1,4710200.0,True
BRMU00GBR,BRMU,32.37,-64.696,-11.6,2304703.476,-4874817.177,3395186.95,True
BRST00FRA,BRST,48.38,-4.497,65.5,4231162.0,-332747.0,4745131.0,True
BRUN00BRN,BRUN,4.971,114.952,90.669,-2680694.374,5761268.529,549016.773,True
BRUS00BEL,BRUS,50.798,4.359,149.7,4027893.86,307045.71,4919475.03,True
BRUX00BEL,BRUX,50.798,4.359,158.3,4027881.628,306998.537,4919498.984,True
BSHM00ISR,BSHM,32.779,35.02,225.1,4396111.1752,3080477.64191,3433499.46187,True
BTNG00IDN,BTNG,1.439,125.19,74.993,-3674585.766,5210904.565,159093.409,True
BUCU00ROU,BUCU,44.464,26.126,143.2,4093760.994,2007793.667,4445129.862,True
BUE100ARG,BUE1,-34.574,-58.519,48.8,2745499.065,-4483636.591,-3599054.582,True
BUE200ARG,BUE2,-34.574,-58.519,48.8,2745499.065,-4483636.591,-3599054.582,True
BZR200ITA,BZR2,46.496,11.338,331.2,4312893.06,864794.52,4603598.27,True
BZRG00ITA,BZRG,46.499,11.337,329.0,4312657.75,864634.31,4603844.05,True
CACE00ESP,CACE,39.479,-6.342,437.9,4899866.0,-544567.0,4033773.0,True
CAGL00ITA,CAGL,39.136,8.973,238.4,4893378.944,772649.645,4004182.051,True
CAGS00CAN,CAGS,45.585,-75.807,235.0,1096349.16,-4335060.66,4533255.22,True
CAGZ00ITA,CAGZ,39.136,8.973,238.0,4893380.225,772650.197,4004179.763,True
CANT00ESP,CANT,43.472,-3.798,99.3,4625924.676,-307096.779,4365771.149,True
CARR00USA,CARR,35.89,-120.43,479.36,-2620447.2,-4460941.6,3718442.77,True
CAS100ATA,CAS1,-66.283,110.52,22.6,-901776.221,2409383.497,-5816748.487,True
CASA00USA,CASA,37.645,-118.897,2390.442,-2444430.2233,-4428687.6948,3875747.4091,True
CASC00PRT,CASC,38.693,-9.419,77.1,4917537.868,-815726.531,3965857.975,True
CAT100USA,CAT1,33.45,-118.48,3.88,-2540622.24,-4682555.31,3495319.35,True
CCJ200JPN,CCJ2,27.068,142.195,104.214,-4490605.4013,3483894.7513,2884928.2222,True
CCJM00JPN,CCJM,27.096,142.185,208.83,-4488925.724,3483903.122,2887743.274,True
CEBR00ESP,CEBR,40.453,-4.368,775.8,4846664.918,-370195.2,4116929.526,True
CEDU00AUS,CEDU,-31.867,133.81,144.7,-3753473.1987,3912741.0258,-3347959.6898,True
CFAG00ARG,CFAG,-31.602,-68.233,703.0,2016585.0,-5050166.0,-3323309.0,True
CGGN00NGA,CGGN,10.123,9.118,916.695,6201032.5267,995277.2635,1113815.5634,True
CHAN00CHN,CHAN,43.791,125.443,268.3,-2674377.0,3757198.0,4391503.0,True
CHAT00NZL,CHAT,-43.956,-176.566,57.981,-4590671.0,-275482.9,-4404596.7,True
CHIL00USA,CHIL,34.333,-118.026,1567.51,-2478003.12,-4655349.22,3577932.2,True
CHOF00JPN,CHOF,35.675,139.531,93.9,-3946216.71,3366689.83,3698971.69,True
CHPG00BRA,CHPG,-22.682,-45.002,566.25,4163476.6693,-4163821.9362,-2444511.1746,True
CHPI00BRA,CHPI,-22.687,-44.985,617.418,4164613.89,-4162456.91,-2445028.76,True
CHTI00NZL,CHTI,-43.735,-176.617,75.7,-4607855.9,-272375.8,-4386954.5,True
CHTP00USA,CHTP,34.257,-118.642,667.29,-2529823.499,-4632010.208,3570394.176,True
CHUM00KAZ,CHUM,42.999,74.751,716.332,1228950.716,4508079.93,4327868.505,True
CHUR00CAN,CHUR,58.759,-94.089,-18.9,-236438.7,-3307616.7,5430049.1,True
CHWK00CAN,CHWK,49.157,-122.008,170.0,-2215259.73,-3543996.83,4802098.77,True
CIBG00IDN,CIBG,-6.49,106.849,169.133,-1837002.6304,6065627.3598,-716183.2715,True
CIC100MEX,CIC1,31.871,-116.666,64.325,-2433177.1293,-4845044.8552,3348295.8708,True
CICE00MEX,CICE,31.871,-116.667,87.66,-2433307.4334,-4844963.2828,3348363.2553,True
CIT100USA,CIT1,34.137,-118.127,215.35,-2491490.2616,-4660803.2317,3559129.0005,True
CKIS00COK,CKIS,-21.201,-159.801,18.4,-5583182.1381,-2054143.6114,-2292166.7567,True
CKSV00TWN,CKSV,22.999,120.22,59.6,-2956619.1898,5075902.1717,2476625.5462,True
CLAR00USA,CLAR,34.11,-117.709,373.63,-2458218.4736,-4680467.4516,3556758.4957,True
CLGO00USA,CLGO,64.874,-147.86,196.21,-2299609.3158,-1444753.0761,5751926.0296,True
CMP900USA,CMP9,34.353,-118.411,1137.99,-2508506.1541,-4637174.7958,3579499.9356,True
CMUM00THA,CMUM,18.761,98.932,308.962,-938078.387,5968373.965,2038404.323,True
CNMR00USA,CNMR,15.23,145.743,64.4,-5087757.849,3465028.937,1664653.754,True
COCO00AUS,COCO,-12.188,96.834,-35.3,-741951.0775,6190961.7217,-1337767.3702,True
CONT00CHL,CONT,-36.843,-73.025,200.027,1492070.5609,-4887972.63,-3803568.6023,True
CONZ00CHL,CONZ,-36.844,-73.025,181.2,1492007.79,-4887911.14,-3803640.12,True
COPO00CHL,COPO,-27.385,-70.338,479.2,1907041.0,-5337379.0,-2916335.0,True
CORD00ARG,CORD,-31.528,-64.47,747.065,2345503.9452,-4910842.9601,-3316365.5474,True
COSO00USA,COSO,35.982,-117.809,1455.16,-2411148.2861,-4571430.2322,3727461.4502,True
COTE00ATA,COTE,-77.806,161.998,1878.1,-1285757.4165,417822.4915,-6214230.8473,True
COYQ00CHL,COYQ,-45.514,-71.892,476.0,1391587.0,-4255574.0,-4527926.0,True
CPNM00THA,CPNM,10.725,99.374,9.143,-1020874.496,6183763.086,1179096.215,True
CPVG00CPV,CPVG,16.732,-22.935,94.089,5626883.4267,-2380932.5096,1824483.8747,True
CRAO00UKR,CRAO,44.413,33.991,365.8,3783897.0146,2551404.4833,4441264.31,True
CRFP00USA,CRFP,34.039,-117.1,688.82,-2410446.7968,-4710490.3879,3550422.4952,True
CRO100VIR,CRO1,17.757,-64.584,-31.497,2607771.494,-5488076.997,1932768.0602,True
CSN100USA,CSN1,34.254,-118.524,261.434,-2520226.0874,-4637082.2014,3569875.4924,True
CUIB00BRA,CUIB,-15.555,-56.07,237.4,3430711.4,-5099641.5,-1699432.9,True
CUSV00THA,CUSV,13.736,100.534,76.06,-1132913.7678,6092530.5657,1504633.5192,True
CUT000AUS,CUT0,-32.004,115.895,24.0,-2364337.2699,4870285.5624,-3360809.8398,True
CUUT00THA,CUUT,13.736,100.534,74.296,-1132915.824,6092526.351,1504641.505,True
CYNE00GUF,CYNE,4.822,-52.365,-23.0,3880933.0,-5033206.0,532565.0,True
CZTG00ATF,CZTG,-46.432,51.855,202.8,2719994.82,3463392.63,-4598612.94,True
DAE200KOR,DAE2,36.399,127.374,116.824,-3120042.274,4084614.722,3764026.818,True
DAEJ00KOR,DAEJ,36.399,127.374,117.037,-3120041.821,4084615.221,3764027.013,True
DAKA00SEN,DAKA,14.685,-17.465,63.1,5886435.5704,-1852014.7801,1606349.4404,True
DAKR00SEN,DAKR,14.721,-17.439,51.0,5886533.48,-1849181.6,1610300.44,True
DAM100USA,DAM1,34.334,-118.397,584.1,-2507721.044,-4638444.588,3577430.035,True
DAM200USA,DAM2,34.335,-118.397,583.4,-2507655.539,-4638419.625,3577506.547,True
DARR00AUS,DARR,-12.844,131.133,125.2,-4091358.744,4684606.844,-1408580.642,True
DARW00AUS,DARW,-12.844,131.133,125.1,-4091359.6055,4684606.4197,-1408579.1195,True
DAV100ATA,DAV1,-68.577,77.973,44.5,486854.4996,2285099.3657,-5914955.7712,True
DAVR00ATA,DAVR,-68.577,77.973,44.5,486854.4996,2285099.3657,-5914955.7712,True
DEAR00ZAF,DEAR,-30.665,23.993,1321.7,5017617.2841,2233214.7864,-3234696.1991,True
DGAR00GBR,DGAR,-7.27,72.37,-64.746,1916269.343,6029977.689,-801719.821,True
DGAV00GBR,DGAV,-7.27,72.37,-64.746,1916269.343,6029977.689,-801719.821,True
DHLG00USA,DHLG,33.39,-115.788,-83.05,-2319099.26,-4799846.5,3490090.45,True
DJIG00DJI,DJIG,11.526,42.847,711.409,4583086.1415,4250982.5036,1266243.0645,True
DLF100NLD,DLF1,51.986,4.387,75.8,3924697.942,301124.893,5001905.154,True
DLFT00NLD,DLFT,51.986,4.388,74.3,3924697.233,301131.832,5001903.318,True
DLTV00VNM,DLTV,11.945,108.482,1587.62,-1978879.097,5920511.651,1311808.34,True
DRAG00ISR,DRAG,31.593,35.392,31.8,4432980.662,3149432.093,3322110.441,True
DRAO00CAN,DRAO,49.323,-119.625,542.0,-2059164.682,-3621108.388,4814432.366,True
DRDN00IND,DRDN,30.34,78.041,670.5,1141411.6159,5390353.6196,3203326.6203,True
DREJ00DEU,DREJ,51.03,13.73,203.6,3904724.62,954014.72,4935790.49,True
DUBI00ARE,DUBI,25.002,55.467,67.9,3278838.936,4764817.93,2679336.143,True
DUBO00CAN,DUBO,50.259,-95.866,251.0,-417603.6,-4064529.8,4881432.16,True
DUBR00HRV,DUBR,42.65,18.11,454.3,4465940.1,1460594.41,4299291.36,True
DUM100ATA,DUM1,-66.665,140.002,-1.4,-1940883.7791,1628483.2535,-5833718.0282,True
DUMG00ATA,DUMG,-66.665,140.002,-3.38,-1940884.0,1628468.0,-5833720.0,True
DUND00NZL,DUND,-45.884,170.597,386.9,-4388121.17,726671.05,-4556535.63,True
DWH100USA,DWH1,47.774,-122.08,109.1,-2280790.309,-3638690.41,4700113.86,True
DYNG00GRC,DYNG,38.079,23.932,510.6,4595220.016,2039434.081,3912626.007,True
DYR200TUR,DYR2,37.916,40.276,500.0,3844105.4489,3257321.9012,3898371.8664,True
EBRE00ESP,EBRE,40.821,0.492,107.3,4833520.0,41536.0,4147461.0,True
EIL100USA,EIL1,64.688,-147.113,176.6,-2296298.46,-1484805.05,5743080.09,True
EIL200USA,EIL2,64.688,-147.113,176.6,-2296298.46,-1484805.05,5743080.09,True
EIL300USA,EIL3,64.688,-147.113,177.2,-2296304.083,-1484805.898,5743078.376,True
EIL400USA,EIL4,64.688,-147.113,177.2,-2296304.083,-1484805.898,5743078.376,True
EISL00CHL,EISL,-27.148,-109.383,114.518,-1884951.8173,-5357595.863,-2892890.518,True
ENAO00PRT,ENAO,39.091,-28.026,91.6,4375732.1533,-2329166.8136,4000238.2806,True
ENTB00UGA,ENTB,0.06,32.476,1164.9,5381680.302,3425341.7,6633.573,True
EPRT00USA,EPRT,44.909,-66.992,30.4,1768544.556,-4164839.445,4480190.419,True
ESCU00CAN,ESCU,47.073,-64.799,-16.02,1852954.53,-3937498.76,4647314.64,True
ESTI00NIC,ESTI,13.099,-86.362,852.67,394283.471,-6201541.433,1436325.757,True
EUR200CAN,EUR2,79.989,-85.938,28.9,78804.76,-1109590.47,6259356.93,True
EURK00CAN,EURK,79.989,-85.94,25.6,78762.75,-1109638.12,6259345.79,True
EUSM00MYS,EUSM,5.146,100.494,18.761,-1157029.938,6246367.148,568220.1,True
FAA100PYF,FAA1,-17.555,-149.614,12.35,-5247393.111,-3076867.223,-1911521.528,True
FAIR00USA,FAIR,64.978,-147.499,319.177,-2281621.7717,-1453595.9493,5756961.9444,True
FALE00WSM,FALE,-13.832,-171.999,47.6,-6134112.0,-862145.0,-1514975.0,True
FALK00FLK,FALK,-51.694,-57.874,50.841,2106811.344,-3355170.6666,-4981786.3348,True
FFMJ00DEU,FFMJ,50.091,8.665,178.3,4053455.7,617729.9,4869395.9,True
FLIN00CAN,FLIN,54.726,-101.978,320.0,-766174.46,-3611375.32,5184056.22,True
FLRS00PRT,FLRS,39.454,-31.126,79.9,4221530.01,-2549242.33,4031397.8,True
FORT00BRA,FORT,-3.877,-38.426,20.1,4985387.105,-3954999.007,-428426.419,True
FPRT00UGA,FPRT,0.652,30.298,1522.2,5507909.86,3218343.595,72160.61,True
FRDN00CAN,FRDN,45.933,-66.659,95.9,1760543.42,-4080069.4,4560178.6,True
FREE00BHS,FREE,26.702,-78.993,-26.0,1088671.0,-5596851.0,2848798.0,True
FTNA00WLF,FTNA,-14.308,-178.121,84.859,-6178322.4459,-202694.9925,-1566024.4684,True
FUNC00PRT,FUNC,32.648,-16.908,78.5,5143339.43,-1563412.87,3421191.44,True
GALA00ECU,GALA,-0.743,-90.304,7.445,-33796.1599,-6377522.6449,-82120.931,True
GAMB00PYF,GAMB,-23.13,-134.965,80.66,-4147126.8085,-4152222.1446,-2490033.108,True
GAMG00KOR,GAMG,35.59,127.92,928.0,-3191607.7,4096899.9,3691839.3,True
GANP00SVK,GANP,49.035,20.323,746.0,3929181.5,1455236.8,4793653.9,True
GCGO00USA,GCGO,64.978,-147.499,319.177,-2281623.7799,-1453585.627,5756963.7427,True
GENO00ITA,GENO,44.419,8.921,153.5,4507890.272,707618.974,4441603.008,True
GLPS00ECU,GLPS,-0.743,-90.304,1.788,-33801.259,-6377516.5276,-82154.3037,True
GLSV00UKR,GLSV,50.364,30.497,226.8,3512889.29,2068980.654,4888903.261,True
GMAS00ESP,GMAS,27.765,-15.468,195.4,5439112.6097,-1522135.0315,2953556.0958,True
GMSD00JPN,GMSD,30.556,131.016,142.6,-3607665.4303,4147868.2248,3223717.2617,True
GODE00USA,GODE,39.022,-76.827,14.505,1130773.718,-4831253.581,3994200.422,True
GODN00USA,GODN,39.021,-76.827,18.0,1130760.8757,-4831298.688,3994155.1861,True
GODS00USA,GODS,39.035,-77.387,19.1,1130752.3046,-4831349.1223,3994098.9504,True
GODZ00USA,GODZ,39.022,-76.827,14.509,1130773.867,-4831253.583,3994200.409,True
GOL200USA,GOL2,35.425,-116.889,986.678,-2353614.316,-4641385.324,3676976.407,True
GOLD00USA,GOLD,35.425,-116.889,986.678,-2353614.316,-4641385.3523,3676976.434,True
GOP600CZE,GOP6,49.914,14.786,592.6,3979319.62,1050311.94,4857064.38,True
GOP700CZE,GOP7,49.914,14.786,592.6,3979319.64,1050311.92,4857064.37,True
GOPE00CZE,GOPE,49.914,14.786,592.6,3979316.134,1050312.478,4857067.108,True
GOUG00SHN,GOUG,-40.349,-9.881,81.27,4795578.7932,-835299.23,-4107633.8428,True
GRAC00FRA,GRAC,43.754,6.921,1319.8,4581708.63,556132.23,4389340.93,True
GRAS00FRA,GRAS,43.755,6.921,1319.3,4581690.811,556114.972,4389360.88,True
GRAZ00AUT,GRAZ,47.067,15.493,538.3,4194424.124,1162702.46,4647245.193,True
GUAM00GUM,GUAM,13.589,144.868,201.914,-5071312.6574,3568363.6347,1488904.402,True
GUAO00CHN,GUAO,43.471,87.177,2049.2,228380.79,4631962.42,4367041.08,True
GUAT00GTM,GUAT,14.59,-90.52,1519.9,-56063.582,-6174978.67,1596665.267,True
GUUG00USA,GUUG,13.433,144.803,134.7,-5070465.249,3576460.234,1472093.785,True
GVDG00GRC,GVDG,34.838,24.109,124.2,4783638.002,2140729.676,3623234.366,True
HAL100USA,HAL1,20.708,-156.256,3049.0,-5466017.9454,-2404394.6546,2242210.2481,True
HALY00SAU,HALY,29.139,36.1,861.677,4505447.3492,3285418.6172,3087773.4463,True
HAMD00IRN,HAMD,34.869,48.534,1750.938,3469898.0183,3926741.412,3626961.1469,True
HARB00ZAF,HARB,-25.887,27.707,1558.078,5084657.615,2670325.2503,-2768481.0274,True
HARK00ZAF,HARK,-25.887,27.708,1555.55,5084625.425,2670366.916,-2768494.036,True
HART00ZAF,HART,-25.887,27.708,1567.69,5084634.8268,2670372.0831,-2768499.7351,True
HARV00USA,HARV,34.469,-120.682,14.966,-2686069.745,-4527083.8121,3589502.605,True
HELJ00DEU,HELJ,54.174,7.893,48.6,3706067.305,513803.74,5148174.375,True
HERP00GBR,HERP,50.867,0.336,72.592,4033454.6,23664.5,4924308.9,True
HERS00GBR,HERS,50.867,0.336,76.5,4033471.33,23667.86,4924300.35,True
HERT00GBR,HERT,50.867,0.334,83.3,4033461.038,23537.662,4924318.165,True
HFLK00AUT,HFLK,47.313,11.386,2383.0,4248505.0,855576.0,4667172.0,True
HILO00USA,HILO,19.719,-155.053,29.0,-5446001.0,-2533417.0,2138468.0,True
HKSL00HKG,HKSL,22.372,113.928,95.3,-2393382.414,5393861.187,2412592.401,True
HKWS00HKG,HKWS,22.434,114.335,63.8,-2430579.004,5374285.676,2418956.331,True
HLFX00CAN,HLFX,44.684,-63.611,3.1,2018905.8,-4069070.52,4462415.41,True
HNLC00USA,HNLC,21.303,-157.864,22.0,-5506799.0,-2240050.0,2302720.0,True
HNPT00USA,HNPT,38.589,-76.13,-28.0,1196626.343,-4846358.5,3956723.115,True
HNUS00ZAF,HNUS,-34.425,19.223,63.0,4973168.8045,1734085.3905,-3585434.1455,True
HOB100AUS,HOB1,-42.804,147.44,58.95,-3950181.0827,2522368.048,-4311592.2169,True
HOB200AUS,HOB2,-42.805,147.439,41.0,-3950072.2497,2522415.3618,-4311637.4022,True
HOFN00ISL,HOFN,64.267,-15.198,82.9,2679689.9,-727950.9,5722789.6,True
HOLB00CAN,HOLB,50.64,-128.135,560.0,-2503040.424,-3188233.325,4908701.543,True
HOLC00USA,HOLC,34.458,-117.845,1238.153,-2459518.22124923,-4655992.07075581,3589168.86731359,True
HOLM00CAN,HOLM,70.736,-117.761,39.5,-983063.87,-1867634.52,5998678.91,True
HOLP00USA,HOLP,33.925,-118.168,-6.71,-2500946.0962,-4670472.9515,3539500.5469,True
HRAG00ZAF,HRAG,-25.89,27.685,1407.38,5085418.18,2668226.51,-2768758.21,True
HRAO00ZAF,HRAO,-25.89,27.687,1414.3,5085352.597,2668395.992,-2768731.551,True
HRM100GBR,HRM1,51.454,-1.284,163.1,3981776.642,-89239.095,4965284.65,True
HRM200GBR,HRM2,51.454,-1.284,163.1,3981776.642,-89239.095,4965284.65,True
HUEG00DEU,HUEG,47.834,7.596,278.3,4251963.3,567043.8,4704708.7,True
HUMG00VNM,HUMG,21.072,105.774,0.2,-1618564.7274,5729999.8871,2278812.3753,True
HYDE00IND,HYDE,17.417,78.551,441.68,1208444.8595,5966806.0568,1897076.6227,True
IAVH00MAR,IAVH,33.976,-6.867,108.41,5256835.1814,-633051.0775,3544331.0579,True
IENG00ITA,IENG,45.015,7.639,316.6,4476537.4,600431.46,4488761.34,True
IGM000ARG,IGM0,-34.572,-58.439,48.86,2751801.076,-4479882.682,-3598917.357,True
IISC00IND,IISC,13.021,77.57,843.715,1337936.455,6070317.1261,1427876.7852,True
IITK00IND,IITK,26.521,80.232,71.7,968880.6487,5628037.6499,2830900.7294,True
IMPZ00BRA,IMPZ,-5.492,-47.497,105.0,4289656.4,-4680884.9,-606347.1,True
INEG00MEX,INEG,21.856,-102.284,1888.3,-1260435.67,-5788547.37,2360340.12,True
INVK00CAN,INVK,68.306,-133.527,46.36,-1628432.02,-1714393.06,5903844.73,True
IQAL00CAN,IQAL,63.756,-68.51,91.7,1036001.02,-2631455.56,5697819.69,True
IQQE00CHL,IQQE,-20.274,-70.132,38.9,2034208.0,-5629172.0,-2196142.0,True
IRKJ00RUS,IRKJ,52.219,104.316,502.1,-968328.35,3794426.541,5018167.196,True
IRKM00RUS,IRKM,52.219,104.316,502.317,-968332.3889,3794425.4087,5018167.7058,True
IRKT00RUS,IRKT,52.219,104.316,503.382,-968332.1608,3794425.4408,5018167.7973,True
ISBA00IRQ,ISBA,33.341,44.438,72.4,3808364.974,3734430.116,3485693.39,True
ISHI00JPN,ISHI,36.209,140.219,155.83,-3959648.7541,3296836.3371,3747005.5756,True
ISPA00CHL,ISPA,-27.125,-109.344,112.48,-1881702.3544,-5359980.1114,-2890599.3474,True
ISTA00TUR,ISTA,41.104,29.019,147.2,4208830.46,2334850.14,4171267.18,True
IZMI00TUR,IZMI,38.395,27.082,74.9,4456584.236,2278765.506,3939930.889,True
JAB100AUS,JAB1,-12.659,132.894,82.114,-4236442.67509,4559929.626,-1388624.813,True
JAMA00JAM,JAMA,17.939,-76.781,-2.941,1388059.814,-5909149.076,1951963.791,True
JCTW00ZAF,JCTW,-33.951,18.469,83.596,5023564.462,1677795.751,-3542025.865,True
JDPR00IND,JDPR,26.207,73.024,168.2,1671950.8578,5476891.3303,2799675.5722,True
JFNG00CHN,JFNG,30.516,114.491,71.324,-2279828.8292,5004706.5483,3219777.4684,True
